Order ID,Sale_Date,Ship Date,Customer ID,Customer Name,Customer_Type,Country,City,State,Region,Product_ID,Product_Category,Sub-Category,Product Name,Sales_Amount,Quantity_Sold,Discount,Profit,Sales_Channel,Sales_Rep,Payment_Method,Unit_Cost,Unit_Price
CA-2025-100499,2025-11-29,2025-12-02,JM-14520,James Miller,Consumer,USA,Philadelphia,Pennsylvania,East,OFF-BI-10001524,Office Supplies,Binders,Premium Binder,3226.53,4,0.05,1028.39,Retail,Eve,Credit Card,1935.918,806.6325
CA-2025-100500,2025-09-18,2025-09-21,LM-15800,Linda Moore,Home Office,USA,Boston,Massachusetts,East,FUR-BO-10001798,Furniture,Bookcases,Bookcase,1474.61,1,0.0,396.43,Online,Bob,Bank Transfer,884.766,1474.61
CA-2025-100501,2025-11-06,2025-11-07,AA-10480,Andrew Allen,Home Office,USA,Dallas,Texas,Central,OFF-BI-10001524,Office Supplies,Binders,Premium Binder,1043.61,1,0.1,133.91,Online,Eve,Bank Transfer,626.1659999999999,1043.61
CA-2025-100502,2026-06-08,2026-06-13,SB-18120,Sophia Brown,Consumer,USA,Dallas,Texas,Central,FUR-BO-10001798,Furniture,Bookcases,Bookcase,4319.42,8,0.0,1543.13,Retail,David,Credit Card,2591.652,539.9275
CA-2025-100503,2025-09-13,2025-09-15,AA-10480,Andrew Allen,Home Office,USA,Miami,Florida,South,TEC-AC-10003033,Technology,Accessories,Wireless Mouse,5705.08,7,0.05,1101.12,Retail,Charlie,PayPal,3423.048,815.0114285714286
CA-2025-100504,2025-11-29,2025-12-03,SO-20335,Sean O'Donnell,Consumer,USA,Philadelphia,Pennsylvania,East,TEC-AC-10003033,Technology,Accessories,Wireless Mouse,1614.41,2,0.1,705.37,Online,Eve,Credit Card,968.646,807.205
CA-2025-100505,2026-01-26,2026-01-27,CG-12520,Claire Gute,Consumer,USA,Henderson,Kentucky,South,OFF-PA-10000345,Office Supplies,Paper,A4 Paper,9772.47,7,0.0,1422.62,Online,Eve,PayPal,5863.481999999999,1396.0671428571427
CA-2025-100506,2025-08-21,2025-08-26,CG-12520,Claire Gute,Consumer,USA,New York,New York,East,OFF-ST-10000760,Office Supplies,Storage,Storage Cart,485.78,1,0.0,163.03,Online,David,Credit Card,291.468,485.78
CA-2025-100507,2025-08-15,2025-08-17,CG-12520,Claire Gute,Consumer,USA,Boston,Massachusetts,East,TEC-AC-10003033,Technology,Accessories,Wireless Mouse,613.63,2,0.1,107.24,Online,David,PayPal,368.178,306.815
CA-2025-100508,2025-06-01,2025-06-03,EH-13945,Emily Harper,Corporate,USA,Denver,Colorado,West,TEC-AC-10003033,Technology,Accessories,Wireless Mouse,744.07,1,0.1,312.67,Retail,Eve,Bank Transfer,446.442,744.07
CA-2025-100509,2026-05-29,2026-06-02,SO-20335,Sean O'Donnell,Consumer,USA,Austin,Texas,Central,TEC-LA-10000221,Technology,Laptops,Laptop,2800.27,4,0.05,710.12,Online,Bob,PayPal,1680.162,700.0675
CA-2025-100510,2026-06-21,2026-06-23,BH-11710,Brosina Hoffman,Consumer,USA,Phoenix,Arizona,West,OFF-PA-10000345,Office Supplies,Paper,A4 Paper,6181.56,6,0.0,2538.24,Online,Charlie,Credit Card,3708.936,1030.26
CA-2025-100511,2026-02-28,2026-03-04,EH-13945,Emily Harper,Corporate,USA,Miami,Florida,South,OFF-BI-10001524,Office Supplies,Binders,Premium Binder,5369.26,6,0.0,969.75,Online,Bob,PayPal,3221.556,894.8766666666667
CA-2025-100512,2025-06-23,2025-06-26,SB-18120,Sophia Brown,Consumer,USA,Philadelphia,Pennsylvania,East,FUR-DE-10004567,Furniture,Desks,Office Desk,584.19,8,0.05,222.06,Online,Alice,PayPal,350.514,73.02375
CA-2025-100513,2026-01-18,2026-01-20,DV-13045,Darrin Van Huff,Corporate,USA,Los Angeles,California,West,OFF-LA-10000240,Office Supplies,Labels,Address Labels,3521.99,3,0.1,1567.97,Retail,Charlie,Credit Card,2113.194,1173.996666666667
CA-2025-100514,2025-04-24,2025-04-27,LM-15800,Linda Moore,Home Office,USA,New York,New York,East,OFF-BI-10001524,Office Supplies,Binders,Premium Binder,4227.95,4,0.05,1601.0,Online,David,PayPal,2536.77,1056.9875
CA-2025-100515,2026-06-20,2026-06-23,RT-17090,Robert Taylor,Corporate,USA,Philadelphia,Pennsylvania,East,FUR-DE-10004567,Furniture,Desks,Office Desk,571.14,1,0.0,205.95,Online,Bob,PayPal,342.684,571.14
CA-2025-100516,2025-03-03,2025-03-06,BH-11710,Brosina Hoffman,Consumer,USA,Miami,Florida,South,TEC-PH-10002275,Technology,Phones,IP Phone,98.31,1,0.1,21.43,Online,Alice,Credit Card,58.986,98.31
CA-2025-100517,2026-01-04,2026-01-05,CG-12520,Claire Gute,Consumer,USA,Atlanta,Georgia,South,OFF-PA-10000345,Office Supplies,Paper,A4 Paper,5879.57,4,0.0,785.77,Online,Bob,PayPal,3527.742,1469.8925
CA-2025-100518,2026-05-12,2026-05-17,RT-17090,Robert Taylor,Corporate,USA,Seattle,Washington,West,OFF-LA-10000240,Office Supplies,Labels,Address Labels,6763.4,8,0.0,2949.43,Retail,Alice,Bank Transfer,4058.04,845.425
CA-2025-100519,2025-11-09,2025-11-12,LM-15800,Linda Moore,Home Office,USA,Philadelphia,Pennsylvania,East,FUR-DE-10004567,Furniture,Desks,Office Desk,447.7,1,0.15,145.78,Online,David,Credit Card,268.62,447.7
CA-2025-100520,2025-11-06,2025-11-08,RT-17090,Robert Taylor,Corporate,USA,Miami,Florida,South,TEC-PR-10002311,Technology,Printers,Laser Printer,6596.15,5,0.0,788.58,Online,Bob,PayPal,3957.69,1319.23
CA-2025-100521,2025-10-14,2025-10-16,SO-20335,Sean O'Donnell,Consumer,USA,Henderson,Kentucky,South,TEC-PR-10002311,Technology,Printers,Laser Printer,337.95,3,0.2,90.49,Retail,Bob,PayPal,202.77,112.65
CA-2025-100522,2025-08-21,2025-08-25,BH-11710,Brosina Hoffman,Consumer,USA,Austin,Texas,Central,OFF-ST-10000760,Office Supplies,Storage,Storage Cart,4075.57,6,0.0,1539.08,Retail,Charlie,Credit Card,2445.342,679.2616666666667
CA-2025-100523,2025-05-22,2025-05-27,RT-17090,Robert Taylor,Corporate,USA,Dallas,Texas,Central,OFF-ST-10000760,Office Supplies,Storage,Storage Cart,1952.39,3,0.0,430.15,Online,Charlie,Bank Transfer,1171.434,650.7966666666667
CA-2025-100524,2025-06-11,2025-06-14,DV-13045,Darrin Van Huff,Corporate,USA,Seattle,Washington,West,OFF-BI-10001524,Office Supplies,Binders,Premium Binder,2788.04,3,0.15,395.77,Online,Bob,PayPal,1672.8239999999998,929.3466666666668
CA-2025-100525,2026-02-28,2026-03-04,AA-10480,Andrew Allen,Home Office,USA,Philadelphia,Pennsylvania,East,TEC-PR-10002311,Technology,Printers,Laser Printer,1122.98,5,0.05,463.38,Retail,Alice,Credit Card,673.788,224.596
CA-2025-100526,2025-07-09,2025-07-10,SB-18120,Sophia Brown,Consumer,USA,Atlanta,Georgia,South,TEC-AC-10003033,Technology,Accessories,Wireless Mouse,3414.59,4,0.05,715.08,Online,David,Credit Card,2048.754,853.6475
CA-2025-100527,2026-01-03,2026-01-04,LM-15800,Linda Moore,Home Office,USA,Chicago,Illinois,Central,TEC-AC-10003033,Technology,Accessories,Wireless Mouse,7282.18,8,0.15,2808.07,Online,Eve,PayPal,4369.308,910.2725
CA-2025-100528,2026-02-01,2026-02-05,LM-15800,Linda Moore,Home Office,USA,Dallas,Texas,Central,OFF-LA-10000240,Office Supplies,Labels,Address Labels,232.09,4,0.0,29.27,Online,Charlie,PayPal,139.254,58.0225
CA-2025-100529,2026-02-27,2026-03-01,BH-11710,Brosina Hoffman,Consumer,USA,Dallas,Texas,Central,FUR-DE-10004567,Furniture,Desks,Office Desk,7291.32,8,0.3,1393.01,Retail,David,Credit Card,4374.792,911.415
CA-2025-100530,2025-09-10,2025-09-14,JM-14520,James Miller,Consumer,USA,Denver,Colorado,West,OFF-BI-10001524,Office Supplies,Binders,Premium Binder,6448.0,7,0.0,1726.6,Retail,Charlie,PayPal,3868.8,921.1428571428572
CA-2025-100531,2026-04-08,2026-04-12,CG-12520,Claire Gute,Consumer,USA,Chicago,Illinois,Central,TEC-LA-10000221,Technology,Laptops,Laptop,10331.35,7,0.0,2632.48,Retail,Alice,Credit Card,6198.81,1475.9071428571428
CA-2025-100532,2026-06-13,2026-06-14,BH-11710,Brosina Hoffman,Consumer,USA,Henderson,Kentucky,South,OFF-PA-10000345,Office Supplies,Paper,A4 Paper,5232.5,5,0.1,1509.73,Online,Charlie,Bank Transfer,3139.5,1046.5
CA-2025-100533,2026-03-09,2026-03-12,SB-18120,Sophia Brown,Consumer,USA,Seattle,Washington,West,TEC-PH-10002275,Technology,Phones,IP Phone,1158.05,8,0.0,448.26,Retail,Charlie,Credit Card,694.8299999999999,144.75625
CA-2025-100534,2025-05-19,2025-05-23,JM-14520,James Miller,Consumer,USA,Henderson,Kentucky,South,FUR-BO-10001798,Furniture,Bookcases,Bookcase,1955.06,3,0.05,275.87,Retail,Eve,PayPal,1173.0359999999998,651.6866666666666
CA-2025-100535,2025-04-03,2025-04-06,EH-13945,Emily Harper,Corporate,USA,Chicago,Illinois,Central,FUR-CH-10000111,Furniture,Chairs,Ergonomic Chair,252.15,2,0.3,26.42,Online,Charlie,Credit Card,151.29,126.075
CA-2025-100536,2026-01-29,2026-02-03,SB-18120,Sophia Brown,Consumer,USA,Austin,Texas,Central,TEC-LA-10000221,Technology,Laptops,Laptop,527.94,7,0.0,69.01,Online,Alice,PayPal,316.764,75.42
CA-2025-100537,2025-06-03,2025-06-05,SO-20335,Sean O'Donnell,Consumer,USA,Chicago,Illinois,Central,FUR-BO-10001798,Furniture,Bookcases,Bookcase,2298.16,7,0.3,758.4,Retail,Eve,Credit Card,1378.896,328.3085714285714
CA-2025-100538,2025-05-15,2025-05-17,CG-12520,Claire Gute,Consumer,USA,Miami,Florida,South,TEC-PH-10002275,Technology,Phones,IP Phone,10276.5,8,0.0,2437.64,Retail,Eve,Credit Card,6165.9,1284.5625
CA-2025-100539,2026-05-21,2026-05-23,BH-11710,Brosina Hoffman,Consumer,USA,Boston,Massachusetts,East,OFF-PA-10000345,Office Supplies,Paper,A4 Paper,1026.51,8,0.0,374.01,Retail,Eve,Credit Card,615.906,128.31375
CA-2025-100540,2025-10-12,2025-10-17,RT-17090,Robert Taylor,Corporate,USA,Dallas,Texas,Central,FUR-DE-10004567,Furniture,Desks,Office Desk,234.72,3,0.15,102.61,Online,Eve,Bank Transfer,140.832,78.24
CA-2025-100541,2025-02-03,2025-02-08,SB-18120,Sophia Brown,Consumer,USA,Henderson,Kentucky,South,FUR-CH-10000111,Furniture,Chairs,Ergonomic Chair,172.24,1,0.0,67.78,Retail,Alice,Credit Card,103.344,172.24
CA-2025-100542,2025-10-19,2025-10-24,SB-18120,Sophia Brown,Consumer,USA,Austin,Texas,Central,TEC-AC-10003033,Technology,Accessories,Wireless Mouse,8387.43,6,0.0,1518.3,Retail,Eve,Credit Card,5032.458,1397.905
CA-2025-100543,2025-11-27,2025-11-30,JM-14520,James Miller,Consumer,USA,Denver,Colorado,West,TEC-LA-10000221,Technology,Laptops,Laptop,892.64,2,0.0,363.57,Retail,David,Credit Card,535.584,446.32
CA-2025-100544,2025-10-09,2025-10-12,RT-17090,Robert Taylor,Corporate,USA,Philadelphia,Pennsylvania,East,OFF-LA-10000240,Office Supplies,Labels,Address Labels,3687.84,4,0.0,922.04,Online,Bob,Bank Transfer,2212.704,921.96
CA-2025-100545,2025-03-31,2025-04-04,SB-18120,Sophia Brown,Consumer,USA,Henderson,Kentucky,South,TEC-AC-10003033,Technology,Accessories,Wireless Mouse,2024.16,6,0.15,254.06,Online,Alice,PayPal,1214.496,337.36
CA-2025-100546,2026-05-24,2026-05-29,LM-15800,Linda Moore,Home Office,USA,New York,New York,East,TEC-AC-10003033,Technology,Accessories,Wireless Mouse,4050.02,4,0.05,1820.27,Online,David,PayPal,2430.012,1012.505
CA-2025-100547,2025-01-25,2025-01-29,DV-13045,Darrin Van Huff,Corporate,USA,Chicago,Illinois,Central,OFF-PA-10000345,Office Supplies,Paper,A4 Paper,462.81,7,0.15,117.49,Retail,Alice,PayPal,277.686,66.11571428571429
CA-2025-100548,2025-08-06,2025-08-07,BH-11710,Brosina Hoffman,Consumer,USA,Henderson,Kentucky,South,FUR-CH-10000111,Furniture,Chairs,Ergonomic Chair,1944.05,5,0.15,352.92,Retail,Eve,Bank Transfer,1166.4299999999998,388.81
CA-2025-100549,2025-04-27,2025-04-30,EH-13945,Emily Harper,Corporate,USA,Philadelphia,Pennsylvania,East,TEC-AC-10003033,Technology,Accessories,Wireless Mouse,1187.26,1,0.05,396.92,Retail,Bob,Bank Transfer,712.356,1187.26
CA-2025-100550,2025-12-13,2025-12-17,LM-15800,Linda Moore,Home Office,USA,Seattle,Washington,West,TEC-PH-10002275,Technology,Phones,IP Phone,2408.55,3,0.15,693.99,Retail,Charlie,Credit Card,1445.13,802.85
CA-2025-100551,2026-02-28,2026-03-01,RT-17090,Robert Taylor,Corporate,USA,Atlanta,Georgia,South,TEC-PR-10002311,Technology,Printers,Laser Printer,5023.28,6,0.0,1894.32,Retail,Charlie,Credit Card,3013.968,837.2133333333333
CA-2025-100552,2025-12-06,2025-12-09,DV-13045,Darrin Van Huff,Corporate,USA,Austin,Texas,Central,FUR-BO-10001798,Furniture,Bookcases,Bookcase,8853.55,6,0.0,2214.77,Retail,David,Bank Transfer,5312.129999999999,1475.5916666666665
CA-2025-100553,2026-02-03,2026-02-05,SB-18120,Sophia Brown,Consumer,USA,Phoenix,Arizona,West,OFF-BI-10001524,Office Supplies,Binders,Premium Binder,414.53,1,0.0,114.42,Retail,Alice,Credit Card,248.718,414.53
CA-2025-100554,2025-09-01,2025-09-04,LM-15800,Linda Moore,Home Office,USA,Miami,Florida,South,TEC-LA-10000221,Technology,Laptops,Laptop,1150.77,5,0.15,201.7,Online,Alice,PayPal,690.462,230.154
CA-2025-100555,2025-07-26,2025-07-27,LM-15800,Linda Moore,Home Office,USA,Denver,Colorado,West,TEC-LA-10000221,Technology,Laptops,Laptop,616.17,3,0.3,31.25,Online,Bob,Bank Transfer,369.702,205.39
CA-2025-100556,2025-12-02,2025-12-04,DV-13045,Darrin Van Huff,Corporate,USA,Dallas,Texas,Central,FUR-BO-10001798,Furniture,Bookcases,Bookcase,4700.05,8,0.0,2108.26,Retail,Eve,Credit Card,2820.03,587.50625
CA-2025-100557,2025-02-15,2025-02-20,DV-13045,Darrin Van Huff,Corporate,USA,Henderson,Kentucky,South,FUR-BO-10001798,Furniture,Bookcases,Bookcase,1414.19,2,0.1,625.26,Retail,Alice,Bank Transfer,848.514,707.095
CA-2025-100558,2025-11-16,2025-11-18,EH-13945,Emily Harper,Corporate,USA,Dallas,Texas,Central,OFF-ST-10000760,Office Supplies,Storage,Storage Cart,2810.82,5,0.3,549.18,Retail,Bob,Bank Transfer,1686.492,562.164
CA-2025-100559,2025-06-11,2025-06-14,DV-13045,Darrin Van Huff,Corporate,USA,Los Angeles,California,West,OFF-LA-10000240,Office Supplies,Labels,Address Labels,4474.2,6,0.1,1791.72,Online,David,Bank Transfer,2684.52,745.6999999999999
CA-2025-100560,2025-10-18,2025-10-23,BH-11710,Brosina Hoffman,Consumer,USA,Dallas,Texas,Central,OFF-ST-10000760,Office Supplies,Storage,Storage Cart,4892.76,6,0.0,1978.99,Retail,Bob,PayPal,2935.656,815.46
CA-2025-100561,2026-04-28,2026-04-29,DV-13045,Darrin Van Huff,Corporate,USA,New York,New York,East,FUR-CH-10000111,Furniture,Chairs,Ergonomic Chair,2910.38,7,0.3,621.25,Retail,David,PayPal,1746.228,415.7685714285714
CA-2025-100562,2025-07-22,2025-07-27,DV-13045,Darrin Van Huff,Corporate,USA,Philadelphia,Pennsylvania,East,FUR-DE-10004567,Furniture,Desks,Office Desk,1709.61,2,0.3,650.77,Retail,Alice,Bank Transfer,1025.7659999999998,854.805
CA-2025-100563,2026-04-22,2026-04-26,BH-11710,Brosina Hoffman,Consumer,USA,Dallas,Texas,Central,TEC-AC-10003033,Technology,Accessories,Wireless Mouse,5480.66,5,0.2,2114.58,Online,Alice,PayPal,3288.396,1096.132
CA-2025-100564,2025-12-05,2025-12-08,LM-15800,Linda Moore,Home Office,USA,New York,New York,East,FUR-CH-10000111,Furniture,Chairs,Ergonomic Chair,997.93,8,0.3,245.76,Retail,Eve,PayPal,598.7579999999999,124.74125
CA-2025-100565,2025-12-23,2025-12-28,SB-18120,Sophia Brown,Consumer,USA,Chicago,Illinois,Central,FUR-CH-10000111,Furniture,Chairs,Ergonomic Chair,8597.08,7,0.0,2888.15,Retail,Charlie,PayPal,5158.248,1228.1542857142856
CA-2025-100566,2025-03-14,2025-03-17,RT-17090,Robert Taylor,Corporate,USA,Boston,Massachusetts,East,TEC-AC-10003033,Technology,Accessories,Wireless Mouse,2430.42,7,0.05,627.58,Online,David,PayPal,1458.252,347.2028571428572
CA-2025-100567,2026-05-09,2026-05-13,DV-13045,Darrin Van Huff,Corporate,USA,Miami,Florida,South,TEC-AC-10003033,Technology,Accessories,Wireless Mouse,6600.32,7,0.2,1659.82,Online,Alice,Credit Card,3960.192,942.9028571428572
CA-2025-100568,2025-12-17,2025-12-22,BH-11710,Brosina Hoffman,Consumer,USA,Chicago,Illinois,Central,TEC-PR-10002311,Technology,Printers,Laser Printer,1556.32,2,0.3,540.58,Retail,David,Bank Transfer,933.792,778.16
CA-2025-100569,2025-11-30,2025-12-05,DV-13045,Darrin Van Huff,Corporate,USA,New York,New York,East,OFF-ST-10000760,Office Supplies,Storage,Storage Cart,796.01,7,0.0,167.22,Online,Charlie,PayPal,477.606,113.71571428571428
CA-2025-100570,2026-01-24,2026-01-27,LM-15800,Linda Moore,Home Office,USA,Los Angeles,California,West,OFF-LA-10000240,Office Supplies,Labels,Address Labels,3996.06,3,0.0,739.36,Online,Eve,Bank Transfer,2397.636,1332.02
CA-2025-100571,2025-06-02,2025-06-06,RT-17090,Robert Taylor,Corporate,USA,Henderson,Kentucky,South,TEC-AC-10003033,Technology,Accessories,Wireless Mouse,2050.49,8,0.15,707.61,Retail,Alice,PayPal,1230.294,256.31125
CA-2025-100572,2025-11-08,2025-11-12,EH-13945,Emily Harper,Corporate,USA,Los Angeles,California,West,TEC-AC-10003033,Technology,Accessories,Wireless Mouse,8019.77,7,0.1,3433.72,Retail,Alice,Credit Card,4811.862,1145.6814285714286
CA-2025-100573,2025-02-24,2025-02-25,RT-17090,Robert Taylor,Corporate,USA,Miami,Florida,South,OFF-ST-10000760,Office Supplies,Storage,Storage Cart,288.41,1,0.2,66.67,Online,Alice,PayPal,173.04600000000002,288.41
CA-2025-100574,2026-01-27,2026-01-31,JM-14520,James Miller,Consumer,USA,Philadelphia,Pennsylvania,East,OFF-LA-10000240,Office Supplies,Labels,Address Labels,2045.04,3,0.05,522.72,Retail,David,Credit Card,1227.024,681.68
CA-2025-100575,2026-01-04,2026-01-08,SO-20335,Sean O'Donnell,Consumer,USA,Atlanta,Georgia,South,FUR-DE-10004567,Furniture,Desks,Office Desk,81.86,3,0.0,32.71,Online,Bob,Bank Transfer,49.116,27.286666666666665
CA-2025-100576,2026-05-14,2026-05-18,SO-20335,Sean O'Donnell,Consumer,USA,Seattle,Washington,West,TEC-PR-10002311,Technology,Printers,Laser Printer,7233.11,7,0.2,1677.09,Retail,Alice,Credit Card,4339.866,1033.3014285714285
CA-2025-100577,2026-04-11,2026-04-16,JM-14520,James Miller,Consumer,USA,Boston,Massachusetts,East,OFF-BI-10001524,Office Supplies,Binders,Premium Binder,1147.31,4,0.0,284.21,Online,Bob,PayPal,688.386,286.8275
CA-2025-100578,2025-08-31,2025-09-05,AA-10480,Andrew Allen,Home Office,USA,Philadelphia,Pennsylvania,East,TEC-AC-10003033,Technology,Accessories,Wireless Mouse,359.15,6,0.0,90.2,Online,Charlie,Bank Transfer,215.49,59.85833333333333
CA-2025-100579,2026-01-13,2026-01-14,SB-18120,Sophia Brown,Consumer,USA,Philadelphia,Pennsylvania,East,FUR-CH-10000111,Furniture,Chairs,Ergonomic Chair,2964.54,3,0.1,851.63,Online,Bob,Credit Card,1778.724,988.18
CA-2025-100580,2025-03-22,2025-03-27,SB-18120,Sophia Brown,Consumer,USA,Seattle,Washington,West,TEC-PH-10002275,Technology,Phones,IP Phone,1852.69,2,0.1,436.19,Online,Bob,PayPal,1111.614,926.345
CA-2025-100581,2025-12-18,2025-12-23,CG-12520,Claire Gute,Consumer,USA,Boston,Massachusetts,East,TEC-LA-10000221,Technology,Laptops,Laptop,5883.42,8,0.15,1780.58,Online,Bob,Bank Transfer,3530.052,735.4275
CA-2025-100582,2025-10-29,2025-11-01,SO-20335,Sean O'Donnell,Consumer,USA,Phoenix,Arizona,West,TEC-AC-10003033,Technology,Accessories,Wireless Mouse,355.29,5,0.3,-6.48,Online,David,Credit Card,213.174,71.058
CA-2025-100583,2025-10-26,2025-10-31,CG-12520,Claire Gute,Consumer,USA,Henderson,Kentucky,South,FUR-CH-10000111,Furniture,Chairs,Ergonomic Chair,2061.01,3,0.1,745.64,Retail,Charlie,Bank Transfer,1236.606,687.0033333333334
CA-2025-100584,2025-10-15,2025-10-18,AA-10480,Andrew Allen,Home Office,USA,Los Angeles,California,West,TEC-AC-10003033,Technology,Accessories,Wireless Mouse,4098.29,3,0.0,898.74,Retail,Bob,PayPal,2458.974,1366.0966666666666
CA-2025-100585,2026-01-14,2026-01-16,AA-10480,Andrew Allen,Home Office,USA,Austin,Texas,Central,FUR-DE-10004567,Furniture,Desks,Office Desk,520.84,1,0.0,58.04,Retail,Alice,Bank Transfer,312.504,520.84
CA-2025-100586,2025-06-07,2025-06-11,JM-14520,James Miller,Consumer,USA,New York,New York,East,TEC-PR-10002311,Technology,Printers,Laser Printer,8733.91,8,0.0,3285.7,Online,David,PayPal,5240.346,1091.73875
CA-2025-100587,2025-12-20,2025-12-21,AA-10480,Andrew Allen,Home Office,USA,Los Angeles,California,West,FUR-DE-10004567,Furniture,Desks,Office Desk,4349.73,8,0.1,1232.31,Online,David,PayPal,2609.838,543.71625
CA-2025-100588,2025-08-28,2025-09-01,JM-14520,James Miller,Consumer,USA,Boston,Massachusetts,East,FUR-DE-10004567,Furniture,Desks,Office Desk,135.61,7,0.3,-18.15,Online,Alice,Credit Card,81.366,19.372857142857143
CA-2025-100589,2025-02-12,2025-02-13,RT-17090,Robert Taylor,Corporate,USA,Henderson,Kentucky,South,TEC-AC-10003033,Technology,Accessories,Wireless Mouse,2290.96,5,0.1,387.61,Online,Alice,PayPal,1374.576,458.192
CA-2025-100590,2025-09-19,2025-09-24,JM-14520,James Miller,Consumer,USA,Philadelphia,Pennsylvania,East,OFF-LA-10000240,Office Supplies,Labels,Address Labels,3138.92,4,0.0,1068.35,Online,David,PayPal,1883.352,784.73
CA-2025-100591,2025-01-11,2025-01-12,DV-13045,Darrin Van Huff,Corporate,USA,Denver,Colorado,West,FUR-CH-10000111,Furniture,Chairs,Ergonomic Chair,1753.37,2,0.15,654.37,Online,Eve,PayPal,1052.022,876.685
CA-2025-100592,2025-10-18,2025-10-21,BH-11710,Brosina Hoffman,Consumer,USA,Los Angeles,California,West,TEC-AC-10003033,Technology,Accessories,Wireless Mouse,180.03,2,0.05,21.12,Retail,Alice,Bank Transfer,108.018,90.015
CA-2025-100593,2025-05-05,2025-05-06,DV-13045,Darrin Van Huff,Corporate,USA,Austin,Texas,Central,TEC-PR-10002311,Technology,Printers,Laser Printer,4035.13,3,0.0,1458.02,Retail,Alice,PayPal,2421.078,1345.0433333333333
CA-2025-100594,2026-04-24,2026-04-25,LM-15800,Linda Moore,Home Office,USA,Henderson,Kentucky,South,TEC-PR-10002311,Technology,Printers,Laser Printer,2360.59,6,0.0,833.17,Retail,Eve,Credit Card,1416.354,393.4316666666667
CA-2025-100595,2025-03-05,2025-03-09,JM-14520,James Miller,Consumer,USA,Miami,Florida,South,OFF-ST-10000760,Office Supplies,Storage,Storage Cart,1375.57,5,0.0,382.27,Online,Eve,Bank Transfer,825.342,275.114
CA-2025-100596,2025-07-25,2025-07-30,JM-14520,James Miller,Consumer,USA,Chicago,Illinois,Central,TEC-PH-10002275,Technology,Phones,IP Phone,358.99,2,0.2,134.11,Retail,Charlie,Bank Transfer,215.394,179.495
CA-2025-100597,2025-04-19,2025-04-23,AA-10480,Andrew Allen,Home Office,USA,Los Angeles,California,West,FUR-CH-10000111,Furniture,Chairs,Ergonomic Chair,1550.35,2,0.1,275.91,Retail,Eve,Bank Transfer,930.21,775.175
CA-2025-100598,2025-01-20,2025-01-24,SO-20335,Sean O'Donnell,Consumer,USA,Los Angeles,California,West,TEC-PR-10002311,Technology,Printers,Laser Printer,2421.59,7,0.15,323.0,Retail,Eve,Bank Transfer,1452.954,345.9414285714286
CA-2025-100599,2025-01-04,2025-01-09,LM-15800,Linda Moore,Home Office,USA,Boston,Massachusetts,East,OFF-PA-10000345,Office Supplies,Paper,A4 Paper,1629.58,2,0.0,514.05,Online,Charlie,Bank Transfer,977.748,814.79
CA-2025-100600,2026-05-09,2026-05-10,SB-18120,Sophia Brown,Consumer,USA,Henderson,Kentucky,South,TEC-PR-10002311,Technology,Printers,Laser Printer,3034.58,5,0.0,977.52,Online,Charlie,Bank Transfer,1820.748,606.9159999999999
CA-2025-100601,2025-12-15,2025-12-16,LM-15800,Linda Moore,Home Office,USA,Atlanta,Georgia,South,OFF-LA-10000240,Office Supplies,Labels,Address Labels,2006.8,3,0.2,438.97,Online,Eve,Credit Card,1204.08,668.9333333333333
CA-2025-100602,2025-11-03,2025-11-07,DV-13045,Darrin Van Huff,Corporate,USA,Henderson,Kentucky,South,FUR-CH-10000111,Furniture,Chairs,Ergonomic Chair,8845.06,8,0.0,3869.76,Retail,Bob,Bank Transfer,5307.035999999999,1105.6325
CA-2025-100603,2025-01-26,2025-01-31,BH-11710,Brosina Hoffman,Consumer,USA,Boston,Massachusetts,East,FUR-CH-10000111,Furniture,Chairs,Ergonomic Chair,2640.85,5,0.3,272.85,Retail,David,Bank Transfer,1584.51,528.17
CA-2025-100604,2025-12-14,2025-12-15,EH-13945,Emily Harper,Corporate,USA,Denver,Colorado,West,FUR-CH-10000111,Furniture,Chairs,Ergonomic Chair,3395.24,4,0.3,277.59,Retail,Bob,PayPal,2037.144,848.81
CA-2025-100605,2025-06-02,2025-06-07,BH-11710,Brosina Hoffman,Consumer,USA,Los Angeles,California,West,FUR-DE-10004567,Furniture,Desks,Office Desk,5511.57,8,0.3,629.83,Retail,David,Credit Card,3306.942,688.94625
CA-2025-100606,2025-09-06,2025-09-08,CG-12520,Claire Gute,Consumer,USA,Chicago,Illinois,Central,FUR-BO-10001798,Furniture,Bookcases,Bookcase,6164.51,5,0.0,1789.78,Online,Charlie,PayPal,3698.706,1232.902
CA-2025-100607,2025-06-24,2025-06-29,DV-13045,Darrin Van Huff,Corporate,USA,Los Angeles,California,West,TEC-PH-10002275,Technology,Phones,IP Phone,395.33,4,0.05,118.93,Retail,Charlie,Bank Transfer,237.198,98.8325
CA-2025-100608,2026-02-16,2026-02-19,DV-13045,Darrin Van Huff,Corporate,USA,Austin,Texas,Central,OFF-LA-10000240,Office Supplies,Labels,Address Labels,759.64,1,0.15,325.03,Retail,David,Credit Card,455.784,759.64
CA-2025-100609,2025-10-08,2025-10-10,JM-14520,James Miller,Consumer,USA,Chicago,Illinois,Central,OFF-BI-10001524,Office Supplies,Binders,Premium Binder,1990.82,3,0.0,802.94,Online,Charlie,Bank Transfer,1194.492,663.6066666666667
